ALL	O	49.22	12
ALTR	B	59.68	20
ALTR	B	59.58	13
ALTR	B	59.48	22
ALTR	B	59.38	21
ALTR	B	59.28	25
ALTR	O	59.88	21
ALTR	O	59.98	22
ALTR	O	60.08	15
ALTR	O	60.18	21
ALTR	O	60.28	19
MO	B	8.78	27
MO	B	8.68	27
MO	B	8.58	17
MO	B	8.48	17
MO	B	8.38	24
MO	O	8.98	18
MO	O	9.08	24
MO	O	9.18	15
MO	O	9.28	25
MO	O	9.38	15
AMZN	B	64.14	11
AMZN	B	64.04	17
AMZN	B	63.94	26
AMZN	B	63.84	18
AMZN	B	63.74	16
AMZN	O	64.34	20
AMZN	O	64.44	17
AMZN	O	64.54	16
AMZN	O	64.64	11
AMZN	O	64.74	18
AEE	B	60.46	29
AEE	B	60.36	12
AEE	B	60.26	25
AEE	B	60.16	22
AEE	B	60.06	14
AEE	O	60.66	21
AEE	O	60.76	26
AEE	O	60.86	24
AEE	O	60.96	11
AEE	O	61.06	12
AAL	B	59.72	22
AAL	B	59.62	17
AAL	B	59.52	11
AAL	B	59.42	10
AAL	B	59.32	17
AAL	O	59.92	18
AAL	O	60.02	24
AAL	O	60.12	15
AAL	O	60.22	16
AAL	O	60.32	16
AEP	B	19.78	29
AEP	B	19.68	28
AEP	B	19.58	15
AEP	B	19.48	12
AEP	B	19.38	21
AEP	O	19.98	13
AEP	O	20.08	25
AEP	O	20.18	23
AEP	O	20.28	29
AEP	O	20.38	24
AXP	B	52.2	10
AXP	B	52.1	14
AXP	B	52	26
AXP	B	51.9	18
AXP	B	51.8	13
AXP	O	52.4	29
AXP	O	52.5	10
AXP	O	52.6	11
AXP	O	52.7	17
AXP	O	52.8	10
AIG	B	8.15	24
AIG	B	8.05	27
AIG	B	7.95	29
AIG	B	7.85	27
AIG	B	7.75	27
AIG	O	8.35	15
AIG	O	8.45	17
AIG	O	8.55	14
AIG	O	8.65	28
AIG	O	8.75	25
AMT	B	30.02	23
AMT	B	29.92	19
AMT	B	29.82	24
AMT	B	29.72	15
AMT	B	29.62	25
AMT	O	30.22	22
AMT	O	30.32	14
AMT	O	30.42	15
AMT	O	30.52	16
AMT	O	30.62	23
AMP	B	64.88	22
AMP	B	64.78	12
AMP	B	64.68	12
AMP	B	64.58	10
AMP	B	64.48	10
AMP	O	65.08	11
AMP	O	65.18	10
AMP	O	65.28	19
AMP	O	65.38	26
AMP	O	65.48	29
ABC	B	11.19	21
ABC	B	11.09	17
ABC	B	10.99	27
ABC	B	10.89	27
ABC	B	10.79	16
ABC	O	11.39	10
ABC	O	11.49	16
ABC	O	11.59	22
ABC	O	11.69	22
ABC	O	11.79	12
AME	B	7.72	13
AME	B	7.62	27
AME	B	7.52	24
AME	B	7.42	20
AME	B	7.32	20
AME	O	7.92	12
AME	O	8.02	18
AME	O	8.12	25
AME	O	8.22	27
AME	O	8.32	15
AMGN	B	57.62	21
AMGN	B	57.52	14
AMGN	B	57.42	12
AMGN	B	57.32	12
AMGN	B	57.22	19
AMGN	O	57.82	23
AMGN	O	57.92	23
AMGN	O	58.02	17
AMGN	O	58.12	21
AMGN	O	58.22	16
APH	B	51.27	27
APH	B	51.17	12
APH	B	51.07	17
APH	B	50.97	21
APH	B	50.87	23
APH	O	51.47	26
APH	O	51.57	28
APH	O	51.67	11
APH	O	51.77	17
APH	O	51.87	20
APC	B	63.29	16
APC	B	63.19	17
APC	B	63.09	22
APC	B	62.99	16
APC	B	62.89	18
APC	O	63.49	26
APC	O	63.59	13
APC	O	63.69	13
APC	O	63.79	21
APC	O	63.89	18
ADI	B	20.72	16
ADI	B	20.62	28
ADI	B	20.52	14
ADI	B	20.42	17
ADI	B	20.32	23
ADI	O	20.92	28
ADI	O	21.02	27
ADI	O	21.12	28
ADI	O	21.22	11
ADI	O	21.32	22
AON	B	26.44	21
AON	B	26.34	29
AON	B	26.24	16
AON	B	26.14	16
AON	B	26.04	25
AON	O	26.64	22
AON	O	26.74	26
AON	O	26.84	29
AON	O	26.94	21
AON	O	27.04	20
APA	B	63.7	20
APA	B	63.6	13
APA	B	63.5	10
APA	B	63.4	23
APA	B	63.3	27
APA	O	63.9	22
APA	O	64	21
APA	O	64.1	11
APA	O	64.2	26
APA	O	64.3	14
AIV	B	40.62	15
AIV	B	40.52	28
AIV	B	40.42	12
AIV	B	40.32	12
AIV	B	40.22	16
AIV	O	40.82	24
AIV	O	40.92	27
AIV	O	41.02	27
AIV	O	41.12	20
AIV	O	41.22	12
AMAT	B	37.4	21
AMAT	B	37.3	16
AMAT	B	37.2	11
AMAT	B	37.1	29
AMAT	B	37	12
AMAT	O	37.6	26
AMAT	O	37.7	16
AMAT	O	37.8	20
AMAT	O	37.9	18
AMAT	O	38	29
ADM	B	58.76	11
ADM	B	58.66	14
ADM	B	58.56	20
ADM	B	58.46	25
ADM	B	58.36	16
ADM	O	58.96	17
ADM	O	59.06	16
ADM	O	59.16	27
ADM	O	59.26	16
ADM	O	59.36	11
AIZ	B	16.18	18
AIZ	B	16.08	21
AIZ	B	15.98	23
AIZ	B	15.88	12
AIZ	B	15.78	13
AIZ	O	16.38	13
AIZ	O	16.48	14
AIZ	O	16.58	15
AIZ	O	16.68	29
AIZ	O	16.78	17
T	B	17.4	27
T	B	17.3	27
T	B	17.2	23
T	B	17.1	29
T	B	17	18
T	O	17.6	27
T	O	17.7	11
T	O	17.8	23
T	O	17.9	22
T	O	18	15
ADSK	B	61.74	28
ADSK	B	61.64	21
ADSK	B	61.54	28
ADSK	B	61.44	18
ADSK	B	61.34	20
ADSK	O	61.94	15
ADSK	O	62.04	10
ADSK	O	62.14	23
ADSK	O	62.24	13
ADSK	O	62.34	14
ADP	B	41.8	29
ADP	B	41.7	29
ADP	B	41.6	28
ADP	B	41.5	20
ADP	B	41.4	16
ADP	O	42	17
ADP	O	42.1	20
ADP	O	42.2	18
ADP	O	42.3	21
ADP	O	42.4	25
AN	B	18.77	22
AN	B	18.67	13
AN	B	18.57	27
AN	B	18.47	25
AN	B	18.37	27
AN	O	18.97	11
AN	O	19.07	19
AN	O	19.17	27
AN	O	19.27	12
AN	O	19.37	14
AZO	B	60.03	23
AZO	B	59.93	10
AZO	B	59.83	10
AZO	B	59.73	26
AZO	B	59.63	27
AZO	O	60.23	29
AZO	O	60.33	24
AZO	O	60.43	19
AZO	O	60.53	25
AZO	O	60.63	18
AVGO	B	59.88	29
AVGO	B	59.78	11
AVGO	B	59.68	19
AVGO	B	59.58	16
AVGO	B	59.48	13
AVGO	O	60.08	17
AVGO	O	60.18	16
AVGO	O	60.28	23
AVGO	O	60.38	26
AVGO	O	60.48	12
AVB	B	14.83	10
AVB	B	14.73	29
AVB	B	14.63	14
AVB	B	14.53	26
AVB	B	14.43	13
AVB	O	15.03	20
AVB	O	15.13	20
AVB	O	15.23	24
AVB	O	15.33	10
AVB	O	15.43	13
AVY	B	10.4	28
AVY	B	10.3	12
AVY	B	10.2	27
AVY	B	10.1	13
AVY	B	10	19
AVY	O	10.6	29
AVY	O	10.7	26
AVY	O	10.8	25
AVY	O	10.9	11
AVY	O	11	21
BHI	B	39.87	25
BHI	B	39.77	11
BHI	B	39.67	27
BHI	B	39.57	17
BHI	B	39.47	10
BHI	O	40.07	10
BHI	O	40.17	24
BHI	O	40.27	21
BHI	O	40.37	29
BHI	O	40.47	28
BLL	B	10.69	18
BLL	B	10.59	24
BLL	B	10.49	21
BLL	B	10.39	26
BLL	B	10.29	15
BLL	O	10.89	22
BLL	O	10.99	25
BLL	O	11.09	19
BLL	O	11.19	27
BLL	O	11.29	10
BAC	B	46.84	26
BAC	B	46.74	26
BAC	B	46.64	10
BAC	B	46.54	21
BAC	B	46.44	17
BAC	O	47.04	27
BAC	O	47.14	12
BAC	O	47.24	19
BAC	O	47.34	14
BAC	O	47.44	12
BK	B	59.37	10
BK	B	59.27	24
BK	B	59.17	12
BK	B	59.07	13
BK	B	58.97	14
BK	O	59.57	23
BK	O	59.67	19
BK	O	59.77	25
BK	O	59.87	18
BK	O	59.97	28
BCR	B	30.07	19
BCR	B	29.97	19
BCR	B	29.87	15
BCR	B	29.77	20
BCR	B	29.67	18
BCR	O	30.27	11
BCR	O	30.37	17
BCR	O	30.47	13
BCR	O	30.57	16
BCR	O	30.67	13
BXLT	B	20.31	16
BXLT	B	20.21	27
BXLT	B	20.11	24
BXLT	B	20.01	17
BXLT	B	19.91	10
BXLT	O	20.51	28
BXLT	O	20.61	14
BXLT	O	20.71	15
BXLT	O	20.81	15
BXLT	O	20.91	15
BAX	B	6	11
BAX	B	5.9	11
BAX	B	5.8	28
BAX	B	5.7	25
BAX	B	5.6	18
BAX	O	6.2	26
BAX	O	6.3	18
BAX	O	6.4	11
BAX	O	6.5	10
BAX	O	6.6	26
BBT	B	63.8	24
BBT	B	63.7	22
BBT	B	63.6	13
BBT	B	63.5	17
BBT	B	63.4	13
BBT	O	64	19
BBT	O	64.1	23
BBT	O	64.2	17
BBT	O	64.3	26
BBT	O	64.4	23
BDX	B	62.56	21
BDX	B	62.46	18
BDX	B	62.36	16
BDX	B	62.26	10
BDX	B	62.16	16
BDX	O	62.76	19
BDX	O	62.86	16
BDX	O	62.96	28
BDX	O	63.06	14
BDX	O	63.16	12
BBBY	B	5.36	18
BBBY	B	5.26	27
BBBY	B	5.16	21
BBBY	B	5.06	29
BBBY	B	4.96	24
BBBY	O	5.56	13
BBBY	O	5.66	23
BBBY	O	5.76	24
BBBY	O	5.86	22
BBBY	O	5.96	19
BRK-B	B	49.33	19
BRK-B	B	49.23	16
BRK-B	B	49.13	10
BRK-B	B	49.03	19
BRK-B	B	48.93	18
BRK-B	O	49.53	15
BRK-B	O	49.63	10
BRK-B	O	49.73	17
BRK-B	O	49.83	11
BRK-B	O	49.93	29
BBY	B	37.32	18
BBY	B	37.22	22
BBY	B	37.12	24
BBY	B	37.02	15
BBY	B	36.92	19
BBY	O	37.52	18
BBY	O	37.62	17
BBY	O	37.72	16
BBY	O	37.82	19
BBY	O	37.92	26
BLX	B	22.67	21
BLX	B	22.57	23
BLX	B	22.47	25
BLX	B	22.37	20
BLX	B	22.27	17
BLX	O	22.87	15
BLX	O	22.97	28
BLX	O	23.07	21
BLX	O	23.17	27
BLX	O	23.27	13
HRB	B	55.16	21
HRB	B	55.06	25
HRB	B	54.96	10
HRB	B	54.86	24
HRB	B	54.76	14
HRB	O	55.36	13
HRB	O	55.46	12
HRB	O	55.56	23
HRB	O	55.66	24
HRB	O	55.76	10
BA	B	41.93	23
BA	B	41.83	11
BA	B	41.73	15
BA	B	41.63	12
BA	B	41.53	13
BA	O	42.13	21
BA	O	42.23	13
BA	O	42.33	27
BA	O	42.43	11
BA	O	42.53	23
BWA	B	47.38	20
BWA	B	47.28	11
BWA	B	47.18	10
BWA	B	47.08	28
BWA	B	46.98	27
BWA	O	47.58	10
BWA	O	47.68	29
BWA	O	47.78	21
BWA	O	47.88	15
BWA	O	47.98	13
BXP	B	34.85	20
BXP	B	34.75	29
BXP	B	34.65	11
BXP	B	34.55	11
BXP	B	34.45	12
BXP	O	35.05	12
BXP	O	35.15	25
BXP	O	35.25	10
BXP	O	35.35	20
BXP	O	35.45	12
BSK	B	39.4	11
BSK	B	39.3	29
BSK	B	39.2	16
BSK	B	39.1	12
BSK	B	39	16
BSK	O	39.6	14
BSK	O	39.7	15
BSK	O	39.8	19
BSK	O	39.9	14
BSK	O	40	20
BMY	B	19.41	28
BMY	B	19.31	10
BMY	B	19.21	18
BMY	B	19.11	28
BMY	B	19.01	14
BMY	O	19.61	20
BMY	O	19.71	26
BMY	O	19.81	26
BMY	O	19.91	22
BMY	O	20.01	26
BRCM	B	46.81	22
BRCM	B	46.71	20
BRCM	B	46.61	21
BRCM	B	46.51	10
BRCM	B	46.41	15
BRCM	O	47.01	19
BRCM	O	47.11	12
BRCM	O	47.21	26
BRCM	O	47.31	28
BRCM	O	47.41	29
BF-B	B	25.21	15
BF-B	B	25.11	14
BF-B	B	25.01	28
BF-B	B	24.91	10
BF-B	B	24.81	14
BF-B	O	25.41	20
BF-B	O	25.51	18
BF-B	O	25.61	14
BF-B	O	25.71	12
BF-B	O	25.81	29
CHRW	B	7.85	22
CHRW	B	7.75	12
CHRW	B	7.65	12
CHRW	B	7.55	24
CHRW	B	7.45	25
CHRW	O	8.05	23
CHRW	O	8.15	23
CHRW	O	8.25	29
CHRW	O	8.35	26
CHRW	O	8.45	11
CA	B	44.55	28
CA	B	44.45	19
CA	B	44.35	24
CA	B	44.25	26
CA	B	44.15	16
CA	O	44.75	28
CA	O	44.85	18
CA	O	44.95	27
CA	O	45.05	12
CA	O	45.15	24
CVC	B	39.29	15
CVC	B	39.19	28
CVC	B	39.09	18
CVC	B	38.99	16
CVC	B	38.89	22
CVC	O	39.49	17
CVC	O	39.59	24
CVC	O	39.69	15
CVC	O	39.79	13
CVC	O	39.89	24
COG	B	61.7	25
COG	B	61.6	19
COG	B	61.5	12
COG	B	61.4	15
COG	B	61.3	28
COG	O	61.9	29
COG	O	62	17
COG	O	62.1	20
COG	O	62.2	18
COG	O	62.3	16
CAM	B	47.43	29
CAM	B	47.33	13
CAM	B	47.23	20
CAM	B	47.13	26
CAM	B	47.03	27
CAM	O	47.63	10
CAM	O	47.73	24
CAM	O	47.83	28
CAM	O	47.93	29
CAM	O	48.03	21
CPB	B	44.66	22
CPB	B	44.56	20
CPB	B	44.46	14
CPB	B	44.36	23
CPB	B	44.26	13
CPB	O	44.86	15
CPB	O	44.96	18
CPB	O	45.06	17
CPB	O	45.16	17
CPB	O	45.26	14
COF	B	60.2	28
COF	B	60.1	10
COF	B	60	18
COF	B	59.9	14
COF	B	59.8	18
COF	O	60.4	12
COF	O	60.5	25
COF	O	60.6	14
COF	O	60.7	11
COF	O	60.8	27
CAH	B	20.32	24
CAH	B	20.22	26
CAH	B	20.12	18
CAH	B	20.02	19
CAH	B	19.92	21
CAH	O	20.52	23
CAH	O	20.62	10
CAH	O	20.72	12
CAH	O	20.82	26
CAH	O	20.92	26
HSIC	B	57.82	17
HSIC	B	57.72	13
HSIC	B	57.62	20
HSIC	B	57.52	26
HSIC	B	57.42	29
HSIC	O	58.02	20
HSIC	O	58.12	12
HSIC	O	58.22	24
HSIC	O	58.32	28
HSIC	O	58.42	11
KMX	B	22.43	27
KMX	B	22.33	12
KMX	B	22.23	14
KMX	B	22.13	15
KMX	B	22.03	24
KMX	O	22.63	20
KMX	O	22.73	18
KMX	O	22.83	17
KMX	O	22.93	27
KMX	O	23.03	22
CCL	B	55.38	25
CCL	B	55.28	10
CCL	B	55.18	13
CCL	B	55.08	10
CCL	B	54.98	25
CCL	O	55.58	22
CCL	O	55.68	18
CCL	O	55.78	14
CCL	O	55.88	20
CCL	O	55.98	18
CAT	B	15.25	25
CAT	B	15.15	26
CAT	B	15.05	27
CAT	B	14.95	22
CAT	B	14.85	19
CAT	O	15.45	13
CAT	O	15.55	25
CAT	O	15.65	12
CAT	O	15.75	12
CAT	O	15.85	22
CBG	B	18.07	25
CBG	B	17.97	29
CBG	B	17.87	22
CBG	B	17.77	20
CBG	B	17.67	20
CBG	O	18.27	11
CBG	O	18.37	24
CBG	O	18.47	27
CBG	O	18.57	27
CBG	O	18.67	26
CBS	B	20.29	24
CBS	B	20.19	16
CBS	B	20.09	14
CBS	B	19.99	16
CBS	B	19.89	22
CBS	O	20.49	17
CBS	O	20.59	11
CBS	O	20.69	17
CBS	O	20.79	10
CBS	O	20.89	13
CELG	B	41.7	10
CELG	B	41.6	19
CELG	B	41.5	20
CELG	B	41.4	20
CELG	B	41.3	10
CELG	O	41.9	24
CELG	O	42	22
CELG	O	42.1	15
CELG	O	42.2	16
CELG	O	42.3	23
CNP	B	37.22	10
CNP	B	37.12	26
CNP	B	37.02	24
CNP	B	36.92	20
CNP	B	36.82	13
CNP	O	37.42	13
CNP	O	37.52	25
CNP	O	37.62	18
CNP	O	37.72	13
CNP	O	37.82	20
CTL	B	45.97	21
CTL	B	45.87	13
CTL	B	45.77	21
CTL	B	45.67	29
CTL	B	45.57	19
CTL	O	46.17	16
CTL	O	46.27	13
CTL	O	46.37	10
CTL	O	46.47	25
CTL	O	46.57	15
CERN	B	28.19	12
CERN	B	28.09	19
CERN	B	27.99	22
CERN	B	27.89	12
CERN	B	27.79	17
CERN	O	28.39	18
CERN	O	28.49	28
CERN	O	28.59	23
CERN	O	28.69	22
CERN	O	28.79	25
CF	B	41.76	16
CF	B	41.66	28
CF	B	41.56	11
CF	B	41.46	12
CF	B	41.36	28
CF	O	41.96	16
CF	O	42.06	21
CF	O	42.16	17
CF	O	42.26	28
CF	O	42.36	27
SCHW	B	43.92	18
SCHW	B	43.82	17
SCHW	B	43.72	19
SCHW	B	43.62	13
SCHW	B	43.52	13
SCHW	O	44.12	21
SCHW	O	44.22	12
SCHW	O	44.32	11
SCHW	O	44.42	25
SCHW	O	44.52	20
CHK	B	47.78	13
CHK	B	47.68	23
CHK	B	47.58	26
CHK	B	47.48	27
CHK	B	47.38	28
CHK	O	47.98	25
CHK	O	48.08	12
CHK	O	48.18	25
CHK	O	48.28	28
CHK	O	48.38	27
CVX	B	21.05	11
CVX	B	20.95	18
CVX	B	20.85	28
CVX	B	20.75	28
CVX	B	20.65	25
CVX	O	21.25	28
CVX	O	21.35	22
CVX	O	21.45	14
CVX	O	21.55	25
CVX	O	21.65	26
CMG	B	18.56	24
CMG	B	18.46	20
CMG	B	18.36	10
CMG	B	18.26	24
CMG	B	18.16	28
CMG	O	18.76	18
CMG	O	18.86	12
CMG	O	18.96	26
CMG	O	19.06	14
CMG	O	19.16	17
CB	B	23.93	12
CB	B	23.83	26
CB	B	23.73	16
CB	B	23.63	13
CB	B	23.53	12
CB	O	24.13	28
CB	O	24.23	13
CB	O	24.33	10
CB	O	24.43	15
CB	O	24.53	10
CI	B	13.26	27
CI	B	13.16	28
CI	B	13.06	16
CI	B	12.96	13
CI	B	12.86	23
CI	O	13.46	13
CI	O	13.56	17
CI	O	13.66	16
CI	O	13.76	26
CI	O	13.86	26
XEC	B	30.49	10
XEC	B	30.39	26
XEC	B	30.29	18
XEC	B	30.19	29
XEC	B	30.09	19
XEC	O	30.69	27
XEC	O	30.79	25
XEC	O	30.89	18
XEC	O	30.99	27
XEC	O	31.09	11
CINF	B	18.57	22
CINF	B	18.47	16
CINF	B	18.37	28
CINF	B	18.27	22
CINF	B	18.17	17
CINF	O	18.77	17
CINF	O	18.87	15
CINF	O	18.97	11
CINF	O	19.07	13
CINF	O	19.17	11
CTAS	B	39.39	23
CTAS	B	39.29	20
CTAS	B	39.19	16
CTAS	B	39.09	24
CTAS	B	38.99	14
CTAS	O	39.59	19
CTAS	O	39.69	27
CTAS	O	39.79	27
CTAS	O	39.89	23
CTAS	O	39.99	10
CSCO	B	44.97	13
CSCO	B	44.87	11
CSCO	B	44.77	28
CSCO	B	44.67	14
CSCO	B	44.57	12
CSCO	O	45.17	11
CSCO	O	45.27	13
CSCO	O	45.37	10
CSCO	O	45.47	11
CSCO	O	45.57	28
C	B	48.55	23
C	B	48.45	17
C	B	48.35	13
C	B	48.25	24
C	B	48.15	24
C	O	48.75	18
C	O	48.85	13
C	O	48.95	28
C	O	49.05	19
C	O	49.15	11
CTXS	B	63.47	18
CTXS	B	63.37	25
CTXS	B	63.27	26
CTXS	B	63.17	24
CTXS	B	63.07	10
CTXS	O	63.67	10
CTXS	O	63.77	15
CTXS	O	63.87	24
CTXS	O	63.97	29
CTXS	O	64.07	14
CLX	B	56.39	17
CLX	B	56.29	29
CLX	B	56.19	10
CLX	B	56.09	26
CLX	B	55.99	24
CLX	O	56.59	26
CLX	O	56.69	14
CLX	O	56.79	23
CLX	O	56.89	12
CLX	O	56.99	13
CME	B	50.62	10
CME	B	50.52	17
CME	B	50.42	12
CME	B	50.32	20
CME	B	50.22	23
CME	O	50.82	26
CME	O	50.92	14
CME	O	51.02	23
CME	O	51.12	11
CME	O	51.22	10
CMS	B	64.64	14
CMS	B	64.54	14
CMS	B	64.44	11
CMS	B	64.34	10
CMS	B	64.24	20
CMS	O	64.84	28
CMS	O	64.94	18
CMS	O	65.04	25
CMS	O	65.14	13
CMS	O	65.24	14
COH	B	23.1	26
COH	B	23	27
COH	B	22.9	18
COH	B	22.8	12
COH	B	22.7	21
COH	O	23.3	24
COH	O	23.4	10
COH	O	23.5	15
COH	O	23.6	24
COH	O	23.7	15
KO	B	8.05	11
KO	B	7.95	20
KO	B	7.85	26
KO	B	7.75	19
KO	B	7.65	13
KO	O	8.25	18
KO	O	8.35	29
KO	O	8.45	15
KO	O	8.55	23
KO	O	8.65	26
CCE	B	63.28	14
CCE	B	63.18	15
CCE	B	63.08	26
CCE	B	62.98	28
CCE	B	62.88	28
CCE	O	63.48	28
CCE	O	63.58	20
CCE	O	63.68	23
CCE	O	63.78	29
CCE	O	63.88	20
CTSH	B	63.34	16
CTSH	B	63.24	14
CTSH	B	63.14	25
CTSH	B	63.04	28
CTSH	B	62.94	27
CTSH	O	63.54	14
CTSH	O	63.64	18
CTSH	O	63.74	24
CTSH	O	63.84	29
CTSH	O	63.94	17
CL	B	58.77	15
CL	B	58.67	24
CL	B	58.57	28
CL	B	58.47	28
CL	B	58.37	22
CL	O	58.97	16
CL	O	59.07	15
CL	O	59.17	16
CL	O	59.27	27
CL	O	59.37	18
CMCSA	B	39.21	28
CMCSA	B	39.11	26
CMCSA	B	39.01	28
CMCSA	B	38.91	19
CMCSA	B	38.81	29
CMCSA	O	39.41	16
CMCSA	O	39.51	29
CMCSA	O	39.61	16
CMCSA	O	39.71	21
CMCSA	O	39.81	20
CMA	B	11.77	16
CMA	B	11.67	18
CMA	B	11.57	21
CMA	B	11.47	15
CMA	B	11.37	15
CMA	O	11.97	28
CMA	O	12.07	11
CMA	O	12.17	26
CMA	O	12.27	25
CMA	O	12.37	23
CSC	B	30.52	26
CSC	B	30.42	28
CSC	B	30.32	26
CSC	B	30.22	25
CSC	B	30.12	18
CSC	O	30.72	20
CSC	O	30.82	16
CSC	O	30.92	14
CSC	O	31.02	28
CSC	O	31.12	20
CAG	B	34.55	16
CAG	B	34.45	16
CAG	B	34.35	16
CAG	B	34.25	27
CAG	B	34.15	28
CAG	O	34.75	13
CAG	O	34.85	26
CAG	O	34.95	10
CAG	O	35.05	19
CAG	O	35.15	19
COP	B	32.82	17
COP	B	32.72	21
COP	B	32.62	10
COP	B	32.52	10
COP	B	32.42	29
COP	O	33.02	14
COP	O	33.12	20
COP	O	33.22	28
COP	O	33.32	21
COP	O	33.42	17
CNX	B	33.27	15
CNX	B	33.17	15
